VENDORORGANIZATIONNAME,ADDRESSLOCATIONROLES,VENDORACCOUNTNUMBER,FORMATTEDADDRESS,ADDRESSCITY,ADDRESSCOUNTRYREGIONID,ADDRESSCOUNTYID,ADDRESSDESCRIPTION,ADDRESSLOCATIONID,ADDRESSSTATEID,ADDRESSSTREET,ADDRESSSTREETNUMBER,ADDRESSVALIDFROM,ADDRESSVALIDTO,ADDRESSZIPCODE,DATAAREAID
JAN-PRO OF CENTRAL FLORIDA,Business;Remit to,V015540,"4403 VINELAND RD.
SUITE B-9
ORLANDO, FL  32811",ORLANDO,USA,,JAN-PRO OF CENTRAL FLORIDA,L000251750,FL,"4403 VINELAND RD.
SUITE B-9",,06-07-2023 17:40,12/31/2154 23:59:59,32811,101
"DESOTEC US, LLC",Remit to,V015541,"LOCKBOX 176
1177 AVE OF THE AMERICAS 39TH FL
NEW YORK, NY  10036",NEW YORK,USA,,"DESOTEC US, LLC C/O KBC BANK NC",L000335251,NY,"LOCKBOX 176
1177 AVE OF THE AMERICAS 39TH FL",,05/14/2024 12:26:28,12/31/2154 23:59:59,10036,101
NEW MEXICO OFFICE OF STATE ENGINEER,Business;Remit to,V015542,"1900 WEST SECOND ST
ROSEWELL, NM  88201",ROSEWELL,USA,,NEW MEXICO OFFICE OF STATE ENGINEER,L000252124,NM,1900 WEST SECOND ST,,06-07-2023 19:53,12/31/2154 23:59:59,88201,101
TRACY LAZARSKI,Business;Remit to,V015543,,,USA,,TRACY LAZARSKI,L000252301,,,,06-08-2023 11:30,12/31/2154 23:59:59,,101
JOSE MENDOZA-OCHOA,Business;Remit to,V015544,,,USA,,JOSE MENDOZA-OCHOA,L000252674,,,,06-08-2023 12:08,12/31/2154 23:59:59,,101
WILSON M. BECK INSURANCE SERVICES,Business;Remit to,V015545,"350-4396 WEST SAANICH ROAD
VICTORIA, BC  V8Z 3E9
CAN",VICTORIA,CAN,,WILSON M. BECK INSURANCE SERVICES,L000252676,BC,350-4396 WEST SAANICH ROAD,,06-08-2023 13:54,12/31/2154 23:59:59,V8Z 3E9,101
SARGENTS EQUIPMENT & REPAIR SERVICES,Business;Remit to,V015546,"281 E SAUK TRAIL
SOUTH CHICAGO HEIGHTS, IL  60411-5521",SOUTH CHICAGO HEIGHTS,USA,,SARGENTS EQUIPMENT & REPAIR SERVICES,L000252305,IL,281 E SAUK TRAIL,,06-08-2023 14:11,12/31/2154 23:59:59,60411-5521,101
LOW COST JANITORIAL SERVICES LLC,Business;Remit to,V015547,"270 EAST GATE DR.
CORPUS CHRISTI, TX  78408",CORPUS CHRISTI,USA,,LOW COST JANITORIAL SERVICES LLC,L000252308,TX,270 EAST GATE DR.,,06-08-2023 14:30,12/31/2154 23:59:59,78408,101
ROBERT LEMOS,Business;Remit to,V015548,,,USA,,ROBERT LEMOS,L000252315,,,,06-08-2023 16:16,12/31/2154 23:59:59,,101
"COWIN EQUIPMENT COMPANY, INC.",Remit to,V015549,"P.O. BOX 10624
BIRMINGHAM, AL  35202",BIRMINGHAM,USA,,"COWIN EQUIPMENT COMPANY, INC.",L000252318,AL,P.O. BOX 10624,,06-08-2023 16:54,12/31/2154 23:59:59,35202,101
"COLUMBIA HELICOPTERS, INC.",Business;Remit to,V015550,"14452 ARNDT ROAD NE
AURORA, OR  97002",AURORA,USA,,"COLUMBIA HELICOPTERS, INC.",L000252325,OR,14452 ARNDT ROAD NE,,06-08-2023 17:10,12/31/2154 23:59:59,97002,101
BELLEVILLE AREA COUNCIL FOR THE ARTS,Business;Remit to,V015551,"P.O. BOX 1654
BELLEVILLE, MI  48112",BELLEVILLE,USA,,BELLEVILLE AREA COUNCIL FOR THE ARTS,L000252689,MI,P.O. BOX 1654,,06-09-2023 12:52,12/31/2154 23:59:59,48112,101
"E3 OMI, LLC.",Remit to,V015552,"P.O. BOX 11407
DEPT #6519
BIRMINGHAM, AL  35246-6519",BIRMINGHAM,USA,,"E3 OMI, LLC.",L000252699,AL,"P.O. BOX 11407
DEPT #6519",,06-09-2023 14:20,12/31/2154 23:59:59,35246-6519,101
BONDY INSULATION,Business;Remit to,V015553,"6600 E.15 MILE RD
STERLING HEIGHTS, MI  48312",STERLING HEIGHTS,USA,,BONDY INSULATION,L000252721,MI,6600 E.15 MILE RD,,06-09-2023 18:13,12/31/2154 23:59:59,48312,101
ENVIRONMENTAL MANAGEMENT SERVICES LLC,Business;Remit to,V015554,"PO BOX 153
FOX ISLAND, WA  98333",FOX ISLAND,USA,,ENVIRONMENTAL MANAGEMENT SERVICES LLC,L000253464,WA,PO BOX 153,,06-12-2023 16:05,12/31/2154 23:59:59,98333,101
STORMWATER RECYCLING,Business;Remit to,V015555,"PO BOX 631
WILSONVILLE, OR  97070",WILSONVILLE,USA,,STORMWATER RECYCLING,L000253466,OR,"PO BOX 631
",,06-12-2023 16:16,12/31/2154 23:59:59,97070,101
SAWYER & WHITTEN INC.,Business;Remit to,V015556,"36 UNION WHARF BOX 9
PORTLAND, ME  04101",PORTLAND,USA,,SAWYER & WHITTEN INC.,L000253468,ME,"36 UNION WHARF BOX 9
",,06-12-2023 16:20,12/31/2154 23:59:59,04101,101
GLOBALTRANZ ENTERPRISES LLC,Business;Remit to,V015557,"PO BOX 203285
DALLAS, TX  75320",DALLAS,USA,,GLOBALTRANZ ENTERPRISES LLC,L000253470,TX,PO BOX 203285,,06-12-2023 16:23,12/31/2154 23:59:59,75320,101
LORNE GOULD MARINE SUVEYOR,Business;Remit to,V015558,"2632 SANTA CLARA #105
ALAMEDA, CA  94501",ALAMEDA,USA,,LORNE GOULD MARINE SUVEYOR,L000253472,CA,2632 SANTA CLARA #105,,06-12-2023 16:26,12/31/2154 23:59:59,94501,101
SKC WEST INC,Business;Remit to,V015559,"PO BOX 4133
FULLERTON, CA  92834-4133",FULLERTON,USA,,SKC WEST INC,L000253474,CA,PO BOX 4133,,06-12-2023 16:32,12/31/2154 23:59:59,92834-4133,101
PIERCE ALUMINUM CO INC,Business;Remit to,V015560,"34 FORGE PARK
FRANKLIN, MA  02038",FRANKLIN,USA,,PIERCE ALUMINUM CO INC,L000253476,MA,34 FORGE PARK,,06-12-2023 16:36,12/31/2154 23:59:59,02038,101
"IRON HORSE VAC, LLC",Business;Remit to,V015561,"1915 S OAK ST
KENNEWICK, WA  99337",KENNEWICK,USA,,"IRON HORSE VAC, LLC",L000253479,WA,1915 S OAK ST,,06-12-2023 16:42,12/31/2154 23:59:59,99337,101
SAFETY ENVIRONMENTAL CONTROL INC,Business;Remit to,V015562,"PO BOX 382
KEENE, NH  03431",KEENE,USA,,SAFETY ENVIRONMENTAL CONTROL INC,L000253481,NH,PO BOX 382,,06-12-2023 16:44,12/31/2154 23:59:59,03431,101
METRO LIFT PROPANE,Business;Remit to,V015563,"PO BOX 20825
EL CAJON, CA  92021",EL CAJON,USA,,METRO LIFT PROPANE,L000253565,CA,PO BOX 20825,,06-12-2023 16:49,12/31/2154 23:59:59,92021,101
HOLIDAY INN LONG BEACH AIRPORT,Business;Remit to,V015564,"2640 N LAKEWOOD BLVD
LONG BEACH, CA  90815",LONG BEACH,USA,,HOLIDAY INN LONG BEACH AIRPORT,L000253567,CA,2640 N LAKEWOOD BLVD,,06-12-2023 16:51,12/31/2154 23:59:59,90815,101
FR CONSULTING LLC,Business;Remit to,V015565,"CALLE SOL A-6, PUERTAS DEL SOL
738 FAJARDO
PRI",FAJARDO,PRI,,FR CONSULTING LLC,L000253569,,"CALLE SOL A-6, PUERTAS DEL SOL",,06-12-2023 16:54,12/31/2154 23:59:59,738,101
G.L.J. CONSTRUCTION,Business;Remit to,V015566,"1325 G STREET
EUREKA, CA  95501",EUREKA,USA,,G.L.J. CONSTRUCTION,L000253571,CA,1325 G STREET,,06-12-2023 17:02,12/31/2154 23:59:59,95501,101
"HOLIDAY INN EXPRESS - WENATCHEE, WA",Business;Remit to,V015567,"1921 N WENATCHEE AVE
WENATCHEE, WA  98801",WENATCHEE,USA,,"HOLIDAY INN EXPRESS - WENATCHEE, WA",L000253573,WA,1921 N WENATCHEE AVE,,06-12-2023 17:13,12/31/2154 23:59:59,98801,101
ENNISS INC,Business;Remit to,V015568,"PO BOX 1769
LAKESIDE, CA  92040",LAKESIDE,USA,,ENNISS INC,L000253575,CA,PO BOX 1769,,06-12-2023 17:16,12/31/2154 23:59:59,92040,101
INDEPENDENT RECYCLING SVCS,Business;Remit to,V015569,"320 HILLCREST ROAD
SUITE 107
HOLLISTER, CA  95023",HOLLISTER,USA,,INDEPENDENT RECYCLING SVCS,L000253577,CA,"320 HILLCREST ROAD
SUITE 107",,06-12-2023 17:20,12/31/2154 23:59:59,95023,101
DANIELS TIRE SERVICE,Business;Remit to,V015570,"1040 COMMERCIAL AVE
OXNARD, CA  93030-7214",OXNARD,USA,,DANIELS TIRE SERVICE,L000253580,CA,1040 COMMERCIAL AVE,,06-12-2023 17:24,12/31/2154 23:59:59,93030-7214,101
PURE FLO WATER,Business;Remit to,V015571,"7737 MISSION GORGE RD
SANTEE, CA  92071",SANTEE,USA,,PURE FLO WATER,L000253582,CA,7737 MISSION GORGE RD,,06-12-2023 17:27,12/31/2154 23:59:59,92071,101
HCD,Business;Remit to,V015572,"PO BOX 1979
SACRAMENTO, CA  95812-1979",SACRAMENTO,USA,,HCD,L000253584,CA,PO BOX 1979,,06-12-2023 17:30,12/31/2154 23:59:59,95812-1979,101
MUNITOR CONSTRUCTION LLC,Business;Remit to,V015573,"10350 N. VANCOVER WAY #346
PORTLAND, OR  97217",PORTLAND,USA,,MUNITOR CONSTRUCTION LLC,L000253586,OR,10350 N. VANCOVER WAY #346,,06-12-2023 17:33,12/31/2154 23:59:59,97217,101
IFINANCIAL GROUP,Business;Remit to,V015574,"324 AVENIDA DE LA ESTRELLA
SAN CLEMENTE, CA  92672",SAN CLEMENTE,USA,,IFINANCIAL GROUP,L000253588,CA,324 AVENIDA DE LA ESTRELLA,,06-12-2023 17:38,12/31/2154 23:59:59,92672,101
PORT OF BELLINGHAM,Business;Remit to,V015575,"PO BOX 1677
BELLINGHAM, WA  98227-1677",BELLINGHAM,USA,,PORT OF BELLINGHAM,L000253590,WA,PO BOX 1677,,06-12-2023 17:42,12/31/2154 23:59:59,98227-1677,101
FUEL SPECIALISTS HAWAII LLC,Business;Remit to,V015576,"94-431 LANIKUHANA PL #1111
MILILANI TOWN, HI  96789",MILILANI TOWN,USA,,FUEL SPECIALISTS HAWAII LLC,L000253592,HI,94-431 LANIKUHANA PL #1111,,06-12-2023 17:44,12/31/2154 23:59:59,96789,101
KSA TECHNOLOGIES LLC,Business;Remit to,V015578,"PO BOX 803
LENOX, MA  01240",LENOX,USA,,KSA TECHNOLOGIES LLC,L000253596,MA,PO BOX 803,,06-12-2023 17:48,12/31/2154 23:59:59,01240,101
FORENSIC ANALYTICAL LABORATORIES INC,Business;Remit to,V015579,"PO BOX 8407
PASADENA, CA  91109-8407",PASADENA,USA,,FORENSIC ANALYTICAL LABORATORIES INC,L000253598,CA,PO BOX 8407,,06-12-2023 17:50,12/31/2154 23:59:59,91109-8407,101
ENVIROMATRIX ANALYTICAL INC,Business;Remit to,V015580,"4340 VIEWRIDGE AVE.
SUITE A
SAN DIEGO, CA  92123",SAN DIEGO,USA,,ENVIROMATRIX ANALYTICAL INC,L000253600,CA,"4340 VIEWRIDGE AVE.
SUITE A
",,06-12-2023 17:55,12/31/2154 23:59:59,92123,101
DAY WIRELESS SYSTEMS,Business;Remit to,V015581,"PO BOX 22169
MILWAUKIE, OR  97269",MILWAUKIE,USA,,DAY WIRELESS SYSTEMS,L000253602,OR,PO BOX 22169,,06-12-2023 17:58,12/31/2154 23:59:59,97269,101
MAGNETIC SPECIALTIES INC,Business;Remit to,V015582,"9812 SE EMPIRE CT
CLACKAMAS, OR  97015",CLACKAMAS,USA,,MAGNETIC SPECIALTIES INC,L000253604,OR,9812 SE EMPIRE CT,,06-12-2023 18:01,12/31/2154 23:59:59,97015,101
DONOVAN MARINE INC.,Business;Remit to,V015583,"6316 HUMPHREYS STREET
HARAHAN, LA  70123",HARAHAN,USA,,DONOVAN MARINE INC.,L000253606,LA,6316 HUMPHREYS STREET,,06-12-2023 18:03,12/31/2154 23:59:59,70123,101
KONS MARINE FABRICATING LLC,Business;Remit to,V015584,"PO BOX 411
CHANNELVIEW, TX  77530",CHANNELVIEW,USA,,KONS MARINE FABRICATING LLC,L000253608,TX,PO BOX 411,,06-12-2023 18:06,12/31/2154 23:59:59,77530,101
"NOYES AUTOMOTIVE AND TIRE CO., LLC",Business;Remit to,V015585,"GINO GIRELLI
777 PINE STREET
BURLINGTON, VT  05401",BURLINGTON,USA,,"NOYES AUTOMOTIVE AND TIRE CO., LLC",L000253655,VT,"GINO GIRELLI
777 PINE STREET",,06-12-2023 18:20,12/31/2154 23:59:59,05401,101
RDO EQUIPMENT CO,Business;Remit to,V015586,"10108 RIVERFORD RD
LAKESIDE, CA  92040",LAKESIDE,USA,,RDO EQUIPMENT CO,L000253610,CA,10108 RIVERFORD RD,,06-12-2023 18:56,12/31/2154 23:59:59,92040,101
MARINA BAY YACHT HARBOR,Business;Remit to,V015587,"1340 MARINA WAY SOUTH
RICHMOND, CA  94804",RICHMOND,USA,,MARINA BAY YACHT HARBOR,L000253612,CA,1340 MARINA WAY SOUTH,,06-12-2023 18:59,12/31/2154 23:59:59,94804,101
PAPE KENWORTH NORTHWEST PACLEASE,Business;Remit to,V015588,"PO BOX 35146 #1007
SEATTLE, WA  98124-5146",SEATTLE,USA,,PAPE KENWORTH NORTHWEST PACLEASE,L000253614,WA,"PO BOX 35146 #1007
",,06-12-2023 19:03,12/31/2154 23:59:59,98124-5146,101
HERZOG FOX AND NEEMAN,Remit to,V015589,"ASIA HOUSE 4 WEIZMANN ST
6423904 TEL AVIV
ISR",TEL AVIV,ISR,,HERZOG FOX AND NEEMAN,L000253616,,ASIA HOUSE 4 WEIZMANN ST,,06-12-2023 19:06,12/31/2154 23:59:59,6423904,101
SEA SAFETY SERVICES INC,Business;Remit to,V015590,"10 WOOD AVE
SECAUCUS, NJ  07094",SECAUCUS,USA,,SEA SAFETY SERVICES INC,L000253618,NJ,10 WOOD AVE,,06-12-2023 19:26,12/31/2154 23:59:59,07094,101
"BLAKELEY BOATWORKS, INC",Business;Remit to,V015591,"CONCENTRATION ACCOUNT DEPT #1529
PO BOX 11407
BIRMINGHAM, AL  35246-1529",BIRMINGHAM,USA,,"BLAKELEY BOATWORKS, INC",L000253620,AL,"CONCENTRATION ACCOUNT DEPT #1529
PO BOX 11407
",,06-12-2023 19:37,12/31/2154 23:59:59,35246-1529,101
"ALLIANCE TECHNICAL GROUP, LLC",Remit to,V015592,"P.O. BOX 737203
DALLAS, TX  75373-8302",DALLAS,USA,,"ALLIANCE TECHNICAL GROUP, LLC",L000253700,TX,P.O. BOX 737203,,04-02-2025 14:01,12/31/2154 23:59:59,75373-8302,101
JON CORL,Business;Remit to,V015593,,,USA,,JON CORL,L000253682,,,,06/13/2023 12:55:58,12/31/2154 23:59:59,,101
"J.A. MCDONALD, INC.",Business;Remit to,V015594,"JUDY DESROCHERS
46 THREE MILE BRIDGE ROAD
MIDDLESEX, VT  05602",MIDDLESEX,USA,,"J.A. MCDONALD, INC.",L000253760,VT,"JUDY DESROCHERS
46 THREE MILE BRIDGE ROAD",,06/13/2023 15:09:07,12/31/2154 23:59:59,05602,101
FERVOR CREATIVE,Business;Remit to,V015595,"7038 E. OSBORN ROAD
SCOTTSDALE, AZ  85251",SCOTTSDALE,USA,,FERVOR CREATIVE,L000253769,AZ,7038 E. OSBORN ROAD,,06/13/2023 15:39:40,12/31/2154 23:59:59,85251,101
"TRUCK PRO, LLC",Remit to,V015596,"29787 NETWORK PLACE
CHICAGO, IL  60673",CHICAGO,USA,,"TRUCK PRO, LLC",L000363833,IL,29787 NETWORK PLACE,,08/21/2024 17:36:59,12/31/2154 23:59:59,60673,101
COMMUNITY EQUINE OUTREACH OF EASTERN WASHINGTON,Business;Remit to,V015597,"5581 LANGFORD RD.
MESA, WA  99343",MESA,USA,,COMMUNITY EQUINE OUTREACH OF EASTERN WASHINGTON,L000253857,WA,5581 LANGFORD RD.,,06/14/2023 13:29:16,12/31/2154 23:59:59,99343,101
PHIL LONG FORD OF CHAPEL HILLS,Business;Remit to,V015598,"1565 AUTO MALL LOOP
COLORADO SPRINGS, CO  80920",COLORADO SPRINGS,USA,,PHIL LONG FORD OF CHAPEL HILLS,L000253860,CO,1565 AUTO MALL LOOP,,06/14/2023 13:40:11,12/31/2154 23:59:59,80920,101
LJ INC.,Business;Remit to,V015599,"6359 MILLER RD
SWARTZ CREEK, MI  48473",SWARTZ CREEK,USA,,LJ INC.,L000253873,MI,6359 MILLER RD,,06/14/2023 15:13:16,12/31/2154 23:59:59,48473,101
GMS AUTOGLASS,Business;Remit to,V015600,"FILE 749279
LOS ANGELES, CA  90074-9279",LOS ANGELES,USA,,GMS AUTOGLASS,L000254185,CA,FILE 749279,,06/14/2023 19:27:53,12/31/2154 23:59:59,90074-9279,101
THE WW WILLIAMS CO - POWER PRODUCTS,Remit to,V015601,"P.O. BOX 772022
DETROIT, MI  48277-2022",DETROIT,USA,,THE WILLIAMS COMPANY LLC,L000394009,MI,P.O. BOX 772022,,11/25/2024 16:39:37,12/31/2154 23:59:59,48277-2022,101
THE WW WILLIAMS CO - POWER PRODUCTS,Remit to,V015601,"PO BOX 772022
DETROIT, MI  48277",DETROIT,USA,,POWER PRODUCTS INC,L000254361,MI,PO BOX 772022,,06/15/2023 12:40:56,12/31/2154 23:59:59,48277,101
THE WW WILLIAMS CO - POWER PRODUCTS,Remit to,V015601,"90 BAY STATE RD
WAKEFIELD, MA  01880",WAKEFIELD,USA,,POWER PRODUCTS INC,L000254359,MA,90 BAY STATE RD,,06/15/2023 12:40:47,12/31/2154 23:59:59,01880,101
"GS ENVIRONMENTAL, INC.",Business;Remit to,V015602,"P.O. BOX 880
MANCHESTER, WA  98353",MANCHESTER,USA,,"GS ENVIRONMENTAL, INC.",L000253880,WA,P.O. BOX 880,,03-12-2024 18:13,12/31/2154 23:59:59,98353,101
SCHENECTADY TRUCK & AUTO SUPPLY,Business;Remit to,V015603,"67 FREEMANS BRIDGE RD
SCOTIA, NY  12302",SCOTIA,USA,,SCHENECTADY TRUCK & AUTO SUPPLY,L000253887,NY,67 FREEMANS BRIDGE RD,,06/15/2023 13:16:16,12/31/2154 23:59:59,12302,101
"TIAA, FSB",Business;Remit to,V015604,"P.O. BOX 911608
DENVER, CO  80291-1608",DENVER,USA,,"TIAA, FSB",L000253892,CO,P.O. BOX 911608,,06/15/2023 13:34:42,12/31/2154 23:59:59,80291-1608,101
VALVOLINE GLOBAL PRODUCTS,Remit to,V015605,"PO BOX 7410889
CHICAGO, IL  60674-0889",CHICAGO,USA,,VALVOLINE GLOBAL PRODUCTS,L000254367,IL,PO BOX 7410889,,06/15/2023 13:43:44,12/31/2154 23:59:59,60674-0889,101
MOUNTAIN TREE SERVICE,Business;Remit to,V015606,"754 MORISSETTE WAY
VACAVILLE, CA  95687",VACAVILLE,USA,,MOUNTAIN TREE SERVICE,L000253894,CA,754 MORISSETTE WAY,,06/15/2023 14:08:41,12/31/2154 23:59:59,95687,101
HSQE MARITIME MANAGEMENT LLC,Business;Remit to,V015607,"14103 GRETZKY DRIVE
MONT BELVIEU, TX  77523",MONT BELVIEU,USA,,HSQE MARITIME MANAGEMENT LLC,L000254076,TX,14103 GRETZKY DRIVE,,06/15/2023 14:26:11,12/31/2154 23:59:59,77523,101
HSQE MARITIME MANAGEMENT LLC,Business;Remit to,V015607,"2222 ALBERTON LANE
PEARLAND, TX  77584",PEARLAND,USA,,HSQE MARITIME MANAGEMENT LLC,L000254074,TX,2222 ALBERTON LANE,,06/15/2023 14:16:23,12/31/2154 23:59:59,77584,101
KUBIN TRUCKING LLC,Business;Remit to,V015608,"15826 16TH AVE NW #B
MARYSVILLE, WA  98271",MARYSVILLE,USA,,KUBIN TRUCKING,L000253901,WA,15826 16TH AVE NW #B,,06/15/2023 14:31:20,12/31/2154 23:59:59,98271,101
JOSEPH VOLM,Business;Remit to,V015609,,,USA,,JOSEPH VOLM,L000253912,,,,06/15/2023 19:27:26,12/31/2154 23:59:59,,101
SUMTER TRANSPORT-STC INDUSTRIAL LLC,Business;Remit to,V015610,"2630 US-15 SOUTH
SUMTER, SC  29154",SUMTER,USA,,SUMTER TRANSPORT-STC INDUSTRIAL LLC,L000253914,SC,2630 US-15 SOUTH,,02/13/2024 19:55:29,12/31/2154 23:59:59,29154,101
JORDAN TRUCKING LLC,Business;Remit to,V015611,"44209 DALLES RD
CONCRETE, WA  98237",CONCRETE,USA,,JORDAN TRUCKING LLC,L000254997,WA,44209 DALLES RD,,06/20/2023 11:29:42,12/31/2154 23:59:59,98237,101
"BASHA SERVICES, LLC",Business;Remit to,V015614,"2336 WISTERIA DRIVE
SUITE 510
SNELLVILLE, GA  30078",SNELLVILLE,USA,,"BASHA SERVICES, LLC",L000255194,GA,"2336 WISTERIA DRIVE
SUITE 510",,06/20/2023 12:31:16,12/31/2154 23:59:59,30078,101
"NORTON LILLY INTERNATIONAL (PANAMA), S.A.",Business;Remit to,V015615,"NORTON LILLY PANAMA
INTERNATIONAL BUSINESS PARK OFICE 204 BUILDING 3825
PANAMA, 0000
PAN",PANAMA,PAN,,"NORTON LILLY INTERNATIONAL (PANAMA), S.A.",L000255384,,"NORTON LILLY PANAMA
INTERNATIONAL BUSINESS PARK",OFICE 204,06/20/2023 13:28:16,12/31/2154 23:59:59,0000,101
WAYPOINT PERMITS LLC,Business;Remit to,V015616,"1255 AUGUSTA CT
CALIMESA, CA  92320",CALIMESA,USA,,WAYPOINT PERMITS LLC,L000255387,CA,1255 AUGUSTA CT,,06/20/2023 17:22:44,12/31/2154 23:59:59,92320,101
STAFFORD ENTERPRISES LLC,Business;Remit to,V015617,"PO BOX 1050
THE DALLES, OR  97058",THE DALLES,USA,,STAFFORD ENTERPRISES LLC,L000255394,OR,PO BOX 1050,,06/20/2023 17:48:30,12/31/2154 23:59:59,97058,101
EARTHLINK ENVIRONMENTAL,Business;Remit to,V015618,"8806 ANDREWS HWY
BELLEVUE, MI  49021",BELLEVUE,USA,,EARTHLINK ENVIRONMENTAL,L000255426,MI,8806 ANDREWS HWY,,06/21/2023 11:21:37,12/31/2154 23:59:59,49021,101
ENVIROTEC SOLUTIONS,Remit to,V015619,"P.O. BOX 20580
BAKERSFIELD, CA  93390",BAKERSFIELD,USA,,ENVIROTEC SOLUTIONS,L000255433,CA,P.O. BOX 20580,,06/21/2023 12:13:07,12/31/2154 23:59:59,93390,101
NPG CONTROL GROUP,Business;Remit to,V015620,"PO BOX 681
ITASCA, IL  60143-0681",ITASCA,USA,,NPG CONTROL GROUP,L000255477,IL,PO BOX 681,,06/21/2023 14:00:42,12/31/2154 23:59:59,60143-0681,101
RODERICK CAMPBELL,Business;Remit to,V015621,,,USA,,RODERICK CAMPBELL,L000255480,,,,06/21/2023 14:15:57,12/31/2154 23:59:59,,101
PORTLAND SECURITY DISPATCH,Business;Remit to,V015622,"P.O. BOX 20084
PORTLAND, OR  97294",PORTLAND,USA,,PORTLAND SECURITY ALARM,L000255219,OR,P.O. BOX 20084,,06/21/2023 15:19:34,12/31/2154 23:59:59,97294,101
PORTLAND SECURITY DISPATCH,Business;Remit to,V015622,"10801 NE SANDY BLVD.
PORTLAND, OR  97220",PORTLAND,USA,,PORTLAND SECURITY DISPATCH,L000255217,OR,10801 NE SANDY BLVD.,,06/21/2023 15:13:08,12/31/2154 23:59:59,97220,101
"S&L ELECTRIC, INC.",Business;Remit to,V015623,"5313 STATE HIGHWAY 56
COLTON, NY  13625",COLTON,USA,,"S&L ELECTRIC, INC.",L000255223,NY,5313 STATE HIGHWAY 56,,06/21/2023 17:50:11,12/31/2154 23:59:59,13625,101
DESERT WINDS WIRELESS,Business;Remit to,V015624,"9501 W. CLEARWATER AVE. A1110
KENNEWICK, WA  99336",KENNEWICK,USA,,DESERT WINDS WIRELESS,L000255230,WA,9501 W. CLEARWATER AVE. A1110,,06/21/2023 18:15:11,12/31/2154 23:59:59,99336,101
UNIVERSAL TRACTOR TRAILER MAINTENANCE CORP.,Business;Remit to,V015625,"155 SMITH STREET
KEASBEY, NJ  08832",KEASBEY,USA,,UNIVERSAL TRACTOR TRAILER MAINTENANCE CORP.,L000255235,NJ,155 SMITH STREET,,06/21/2023 18:28:47,12/31/2154 23:59:59,08832,101
BOISE CONCRETE LLC,Business;Remit to,V015626,"P.O. BOX 190996
BOISE, ID  83719",BOISE,USA,,BOISE CONCRETE LLC,L000255242,ID,P.O. BOX 190996,,06/21/2023 18:41:07,12/31/2154 23:59:59,83719,101
AMARGOSA VALLEY IMPROVEMENT ASSOCIATION,Business;Remit to,V015627,"2275 E. AMARGOSA FARM RD.
P.O. BOX 276
AMARGOSA VALLEY, NV  89020",AMARGOSA VALLEY,USA,,AMARGOSA VALLEY IMPROVEMENT ASSOCIATION,L000255248,NV,"2275 E. AMARGOSA FARM RD.
P.O. BOX 276",,06/21/2023 18:59:33,12/31/2154 23:59:59,89020,101
"ENVIRONMENTAL COUNCIL OF STATES, INC.",Business;Remit to,V015628,"1250 H STREET NW STE 850
WASHINGTON, DC  20005",WASHINGTON,USA,,"ENVIRONMENTAL COUNCIL OF STATES, INC.",L000255250,DC,1250 H STREET NW STE 850,,06/21/2023 19:26:29,12/31/2154 23:59:59,20005,101
HANKO'S METAL WORKS INC.,Business;Remit to,V015629,"995 UTAH ST.
BERWICK, LA  70342",BERWICK,USA,,HANKO'S METAL WORKS INC.,L000255273,LA,995 UTAH ST.,,06/22/2023 17:07:52,12/31/2154 23:59:59,70342,101
HANKO'S METAL WORKS INC.,Business;Remit to,V015629,"P.O. BOX 1398
AMELIA, LA  70340",AMELIA,USA,,HANKO'S METAL WORKS INC.,L000255272,LA,P.O. BOX 1398,,06/22/2023 17:07:01,12/31/2154 23:59:59,70340,101
CITY OF OCEANSIDE,Business;Remit to,V015630,"300 N. COAST HIGHWAY
OCEANSIDE, CA  92054",OCEANSIDE,USA,,CITY OF OCEANSIDE,L000255955,CA,300 N. COAST HIGHWAY,,06/23/2023 11:15:41,12/31/2154 23:59:59,92054,101
"EVEREST MOTORS, INC.",Business;Remit to,V015631,"12423 W SAM HOUSTON PKWY S
HOUSTON, TX  77031",HOUSTON,USA,,"EVEREST MOTORS, INC.",L000255958,TX,12423 W SAM HOUSTON PKWY S,,06/23/2023 12:29:11,12/31/2154 23:59:59,77031,101
EXCEL TRANSPORTATION & DISPOSAL LLC,Business;Remit to,V015632,"ATTN: AR DEPT
952 ECHO LANE STE 400
HOUSTON, TX  77024",HOUSTON,USA,,EXCEL TRANSPORTATION & DISPOSAL LLC,L000255691,TX,"ATTN: AR DEPT
952 ECHO LANE STE 400
",,06/23/2023 14:33:27,12/31/2154 23:59:59,77024,101
"PALMER COKING COAL COMPANY, LLP",Business;Remit to,V015633,"31407 HWY 169
BLACK DIAMOND, WA  98010",BLACK DIAMOND,USA,,"PALMER COKING COAL COMPANY, LLP",L000255969,WA,31407 HWY 169,,06/23/2023 14:35:21,12/31/2154 23:59:59,98010,101
"PALMER COKING COAL COMPANY, LLP",Business;Remit to,V015633,"P.O. BOX 10
BLACK DIAMOND, WA  98010",BLACK DIAMOND,USA,,"PALMER COKING COAL COMPANY, LLP",L000255968,WA,P.O. BOX 10,,06/23/2023 14:34:16,12/31/2154 23:59:59,98010,101
