VENDORORGANIZATIONNAME,ADDRESSLOCATIONROLES,VENDORACCOUNTNUMBER,FORMATTEDADDRESS,ADDRESSCITY,ADDRESSCOUNTRYREGIONID,ADDRESSCOUNTYID,ADDRESSDESCRIPTION,ADDRESSLOCATIONID,ADDRESSSTATEID,ADDRESSSTREET,ADDRESSSTREETNUMBER,ADDRESSVALIDFROM,ADDRESSVALIDTO,ADDRESSZIPCODE,DATAAREAID
TELECON INC.,Business;Remit to,VCA010598,"9500, Boul. Parkway
Anjou, QC  H1J 1N9
CAN",Anjou,CAN,,TELECON INC.,L000138773,QC,"9500, Boul. Parkway",,10/25/2021 16:31:16,12/31/2154 23:59:59,H1J 1N9,154
"TILBURY TRUCK, RV & BOAT WASH",Business;Remit to,VCA010599,"20500 County Rd 42 W
TILBURY, ON  N0P 2L0
CAN",TILBURY,CAN,,"TILBURY TRUCK, RV & BOAT WASH",L000139268,ON,20500 County Rd 42 W,,10/26/2021 18:15:03,12/31/2154 23:59:59,N0P 2L0,154
YOKOHAMA TIRE (CANADA) INC.,Business;Remit to,VCA010600,"#500 9325 200th St.
Langley, BC  V1M 3A7
CAN",Langley,CAN,,YOKOHAMA TIRE (CANADA) INC.,L000139271,BC,#500 9325 200th St.,,10/26/2021 19:06:25,12/31/2154 23:59:59,V1M 3A7,154
CLARKE CONSTRUCTION INC.,Business;Remit to,VCA010602,"342 CHATHAM ST SOUTH
BLENHEIM, ON  N0P 1A0
CAN",BLENHEIM,CAN,,CLARKE CONSTRUCTION INC.,L000140075,ON,"342 CHATHAM ST SOUTH
",,10/29/2021 14:20:49,12/31/2154 23:59:59,N0P 1A0,154
MERCER (CANADA) LIMITED,Remit to,VCA010603,"PO BOX 57483, STATION A
TORONTO, ON  M5W 5M5
CAN",TORONTO,CAN,,MERCER (CANADA) LIMITED,L000140788,ON,"PO BOX 57483, STATION A",,11-02-2021 15:14,12/31/2154 23:59:59,M5W 5M5,154
"REN� BEAUPR�, M�DIATION & ARBITRAGE INC.",Business;Remit to,VCA010604,"702-80, RUE BERLIOZ
MONTR�AL, QC  H3E 1N9
CAN",MONTR�AL,CAN,,"REN� BEAUPR�, M�DIATION & ARBITRAGE INC.",L000141068,QC,"702-80, RUE BERLIOZ",,11-03-2021 16:11,12/31/2154 23:59:59,H3E 1N9,154
SUSQUEHANNA GAS FIELD SERVICES LLC,Business;Remit to,VCA010605,"PO BOX 127
MESHOPPEN, PA  18630",MESHOPPEN,USA,,SUSQUEHANNA GAS FIELD SERVICES LLC,L000140909,PA,PO BOX 127,,11-04-2021 15:05,12/31/2154 23:59:59,18630,154
STR LOGISTICS LTD,Business;Remit to,VCA010606,"370 STONE RD WEST, UNIT 17
GUELPH, ON  N1G 4T4
CAN",GUELPH,CAN,,STR LOGISTICS LTD,L000141472,ON,"370 STONE RD WEST, UNIT 17",,11-05-2021 17:20,12/31/2154 23:59:59,N1G 4T4,154
WOLSELEY CANADA INC.,Business;Remit to,VCA010608,"880 LAURENTIAN DRIVE
BURLINGTON, ON  L7N 3V6
CAN",BURLINGTON,CAN,,WOLSELEY CANADA INC.,L000143991,ON,880 LAURENTIAN DRIVE,,11/18/2021 14:38:56,12/31/2154 23:59:59,L7N 3V6,154
RANDSTAD CANADA,Business;Remit to,VCA010609,"3333 COTE-VERTU BLVD, #500
SAINT-LAURENT, QC  H4R 2N1
CAN",SAINT-LAURENT,CAN,,RANDSTAD CANADA,L000144803,QC,"3333 COTE-VERTU BLVD, #500",,11/18/2021 21:04:53,12/31/2154 23:59:59,H4R 2N1,154
CHATHAM TOWING SERVICES LTD,Business;Remit to,VCA010610,"1045 RICHMOND STREET
CHATHAM, ON  N7M 5J5
CAN",CHATHAM,CAN,,CHATHAM TOWING SERVICES LTD,L000144672,ON,1045 RICHMOND STREET,,11/19/2021 20:46:27,12/31/2154 23:59:59,N7M 5J5,154
CONFIDENTIEL D�CHIQUETAGE DE DOCUMENTS INC,Business;Remit to,VCA010611,"730, RUE NOBEL
SAINT-J�R�ME, QC  J7Z 7A3
CAN",SAINT-J�R�ME,CAN,,CONFIDENTIEL D�CHIQUETAGE DE DOCUMENTS INC.,L000145968,QC,"730, RUE NOBEL",,11/24/2021 15:24:01,12/31/2154 23:59:59,J7Z 7A3,154
LES PRODUCTIONS SYNC INC.,Business;Remit to,VCA010612,"9416 BOULEVARD DU GOLF
ANJOU, QC  H1J 3A1
CAN",ANJOU,CAN,,LES PRODUCTIONS SYNC INC.,L000146068,QC,9416 BOULEVARD DU GOLF,,11/26/2021 21:42:18,12/31/2154 23:59:59,H1J 3A1,154
MERQ INC.,Business;Remit to,VCA010613,"321 ARVIN AVENUE
STONEY CREEK, ON  L8E 2M3
CAN",STONEY CREEK,CAN,,MERQ INC.,L000145398,ON,321 ARVIN AVENUE,,05/22/2024 12:57:10,12/31/2154 23:59:59,L8E 2M3,154
AKT FORMATION INC.,Business;Remit to,VCA010614,"3980, BOULEVARD LEMAN
LAVAL, QC  H7E 1A1
CAN",LAVAL,CAN,,AKT FORMATION INC.,L000146902,QC,"3980, BOULEVARD LEMAN",,12-03-2021 14:42,12/31/2154 23:59:59,H7E 1A1,154
METTLER-TOLEDO INC.,Business;Remit to,VCA010615,"PO BOX 1518, STATION A
TORONTO, ON  M5W 3N9
CAN",TORONTO,CAN,,METTLER-TOLEDO INC.,L000148773,ON,"PO BOX 1518, STATION A",,12-09-2021 20:21,12/31/2154 23:59:59,M5W 3N9,154
PLAINFIELD GREENLEAF POWER,Business;Remit to,VCA010616,"12 MILL BROOK RD
PLAINFIELD, CT  06374",PLAINFIELD,USA,,PLAINFIELD GREENLEAF POWER,L000149457,CT,12 MILL BROOK RD,,12/15/2021 16:02:35,12/31/2154 23:59:59,06374,154
LOWCOUNTRY ENVIRONMENTAL SERVICES INC,Remit to,VCA010617,"973 PELLUM ROAD
WALTERBORO, SC  29488",WALTERBORO,USA,,LOWCOUNTRY ENVIRONMENTAL SERVICES INC,L000011415,SC,973 PELLUM ROAD,,03/15/2018 13:03:45,12/31/2154 16:59:59,29488,154
CDW DIRECT,Business;Remit to,VCA010618,"PO BOX 75723
CHICAGO, IL  60675-5723",CHICAGO,USA,,CDW DIRECT,L000149389,IL,PO BOX 75723,,12/16/2021 21:19:06,12/31/2154 23:59:59,60675-5723,154
SYST�MES NORBEC INC.,Business;Remit to,VCA010619,"97 DE VAUDREUIL
BOUCHERVILLE, QC  J4B1K7
CAN",BOUCHERVILLE,CAN,,SYST�MES NORBEC INC.,L000149795,QC,97 DE VAUDREUIL,,12/20/2021 16:58:21,12/31/2154 23:59:59,J4B1K7,154
DUYCK EXCAVATION,Business;Remit to,VCA010620,"4573 TALBOT TRAIL
MERLIN, ON  N0P1W0
CAN",MERLIN,CAN,,DUYCK EXCAVATION,L000153458,ON,4573 TALBOT TRAIL,,12/29/2021 16:00:57,12/31/2154 23:59:59,N0P1W0,154
STATE OF MICHIGAN,Business;Remit to,VCA010621,"Michigan Dept of Treasury,
Dept 77437, PO BOX 77000
DETROIT, MI  48277-0437",DETROIT,USA,,STATE OF MICHIGAN,L000154754,MI,"Michigan Dept of Treasury,
Dept 77437, PO BOX 77000",,01-04-2022 15:26,12/31/2154 23:59:59,48277-0437,154
AJ ELECTRIC,Business;Remit to,VCA010622,"66 KENT STREET
BLENHEIM, ON  N0P 1A0
CAN",BLENHEIM,CAN,,AJ ELECTRIC,L000154665,ON,66 KENT STREET,,01-04-2022 21:17,12/31/2154 23:59:59,N0P 1A0,154
PRINCETON REPAIR INC.,Business;Remit to,VCA010623,"P.O. BOX 45 
600 MIDDLE TOWNLINE RD
PRINCETON, ON  N0J 1V0
CAN",PRINCETON,CAN,,PRINCETON REPAIR INC.,L000154702,ON,"P.O. BOX 45 
600 MIDDLE TOWNLINE RD",,01-06-2022 15:03,12/31/2154 23:59:59,N0J 1V0,154
GLIMMER CLEANING CO.,Business;Remit to,VCA010624,"UNIT 401B, 546 CHRISTINA ST N.
SARNIA, ON  N7T 5W6
CAN",SARNIA,CAN,,GLIMMER CLEANING CO.,L000154705,ON,"UNIT 401B, 546 CHRISTINA ST N.",,01-06-2022 15:14,12/31/2154 23:59:59,N7T 5W6,154
THE CORPORATION OF THE CITY OF WINDSOR,Business;Remit to,VCA010625,"350 CITY HALL SQUARE W, 
SUITE 410
WINDSOR, ON  N9A 6S1
CAN",WINDSOR,CAN,,THE CORPORATION OF THE CITY OF WINDSOR,L000155370,ON,"350 CITY HALL SQUARE W, 
SUITE 410",,01-07-2022 16:54,12/31/2154 23:59:59,N9A 6S1,154
THE FINER COOKIE CORPORATION,Business;Remit to,VCA010626,"1867 RUE WELLINGTON
MONTR�AL, QC  H3K 1W2
CAN",MONTR�AL,CAN,,THE FINER COOKIE CORPORATION,L000157154,QC,1867 RUE WELLINGTON,,01/14/2022 15:20:13,12/31/2154 23:59:59,H3K 1W2,154
TOPPER'S ENTERPRISES INC.,Remit to,VCA010627,"PO BOX 97
LYNDEN, ON  L0R 1T0
CAN",LYNDEN,CAN,,TOPPER'S ENTERPRISES INC.,L000158056,ON,PO BOX 97,,01/20/2022 19:43:31,12/31/2154 23:59:59,L0R 1T0,154
CPEQ,Business;Remit to,VCA010628,"640 RUE SAINT-PAUL OUEST,
BUREAU 504
MONTREAL, QC  H3C 1L9
CAN",MONTREAL,CAN,,CPEQ,L000158567,QC,"640 RUE SAINT-PAUL OUEST,
BUREAU 504",,01/25/2022 14:59:42,12/31/2154 23:59:59,H3C 1L9,154
CINTAS CANADA LIMIT�E,Remit to,VCA010629,"DEP. 400004
PO BOX 4372, STN A
TORONTO, ON  M5W 0J2
CAN",TORONTO,CAN,,CINTAS CANADA LIMIT�E,L000158679,ON,"DEP. 400004
PO BOX 4372, STN A",,12-11-2024 20:11,12/31/2154 23:59:59,M5W 0J2,154
ALFAGOMMA CANADA INC.,Business;Remit to,VCA010630,"6540 ABRAMS
SAINT-LAURENT, QC  H4S 1Y2
CAN",SAINT-LAURENT,CAN,,ALFAGOMMA CANADA INC.,L000159093,QC,6540 ABRAMS,,01/27/2022 19:31:23,12/31/2154 23:59:59,H4S 1Y2,154
DRAINAGE QUEBECOIS,Business;Remit to,VCA010631,"11000 SHERBROOKE EST C-13
MONTR�AL-EST, QC  H1B 5W1
CAN",MONTR�AL-EST,CAN,,9030-4320 QU�BEC INC. DRAINAGE QUEBECOIS,L000159554,QC,11000 SHERBROOKE EST C-13,,01/28/2022 15:05:23,12/31/2154 23:59:59,H1B 5W1,154
GROUPE LAM-� ST-PIERRE,Business;Remit to,VCA010632,"7690 JARRY EST
ANJOU, QC  H1J 2M3
CAN",ANJOU,CAN,,GROUPE LAM-� ST-PIERRE,L000160655,QC,7690 JARRY EST,,02-03-2022 14:46,12/31/2154 23:59:59,H1J 2M3,154
SPRAYING SYSTEMS CO.,Remit to,VCA010633,"P.O. BOX 95564
CHICAGO, IL  60694-5564",CHICAGO,USA,,SPRAYING SYSTEMS CO.,L000160955,IL,P.O. BOX 95564,,02-04-2022 14:02,12/31/2154 23:59:59,60694-5564,154
SECTION LOCAL 171,Remit to,VCA010634,"1847 Rue de l'�toile
Sainte-Julienne, QC  J0K 2T0
CAN",Sainte-Julienne,CAN,,SECTION LOCAL 171,L000164558,QC,1847 Rue de l'�toile,,03-01-2022 18:40,12/31/2154 23:59:59,J0K 2T0,154
CRAIM,Business;Remit to,VCA010635,"1-600 MONT�E DU MOULIN, (BO�TE POSTALE 74042)
LAVAL, QC  H7Z 1Z6
CAN",LAVAL,CAN,,CRAIM,L000165154,QC,"1-600 MONT�E DU MOULIN, (BO�TE POSTALE 74042)",,03-03-2022 16:01,12/31/2154 23:59:59,H7Z 1Z6,154
ANGSTROM INC,Remit to,VCA010636,"PO BOX 248
BELLEVILLE, MI  48112",BELLEVILLE,USA,,ANGSTROM INC,L000165961,MI,PO BOX 248,,03-09-2022 13:38,12/31/2154 23:59:59,48112,154
COMBER AGRICULTURAL SOCIETY,Business;Remit to,VCA010637,"6400 MAIN ST
COMBER, ON  N0P 1J0
CAN",COMBER,CAN,,COMBER AGRICULTURAL SOCIETY,L000165915,ON,6400 MAIN ST,,03/18/2022 13:43:29,12/31/2154 23:59:59,N0P 1J0,154
CLAYBAR ROAD HOLDINGS INC.,Business;Remit to,VCA010638,"1660 NORTH SERVICE ROAD EAST, SUITE 109-B
OAKVILLE, ON  L6H 7G3
CAN",OAKVILLE,CAN,,CLAYBAR ROAD HOLDINGS INC. TRADE Not Active  Change party as,L000165919,ON,"1660 NORTH SERVICE ROAD EAST, SUITE 109-B",,03/18/2022 14:11:13,12/31/2154 23:59:59,L6H 7G3,154
BELLCO GLASS INC.,Remit to,VCA010639,"PO BOX 869
VINELAND, NJ  08362",VINELAND,USA,,BELLCO GLASS INC.,L000168154,NJ,PO BOX 869,,03/23/2022 13:23:06,12/31/2154 23:59:59,08362,154
SGS CANADA INC,Remit to,VCA010640,"CP 4580
DEPT. 5, STATION A
TORONTO, ON  M5W 4W2
CAN",TORONTO,CAN,,SGS CANADA INC.,L000384210,ON,"CP 4580
DEPT. 5, STATION A",,10/17/2024 18:50:55,12/31/2154 23:59:59,M5W 4W2,154
ORTEC ENVIRONNEMENT SERVICES,Remit to,VCA010641,"1705 3E AVENUE
MONTREAL, QC  H1B 5M9
CAN",MONTREAL,CAN,,ORTEC ENVIRONNEMENT SERVICES INC.,L000320970,QC,1705 3E AVENUE,,03/28/2024 12:21:29,12/31/2154 23:59:59,H1B 5M9,154
ORTEC ENVIRONNEMENT SERVICES,Remit to,VCA010641,"C.P. 7487, STATION A
TORONTO, ON  M5W 3C1
CAN",TORONTO,CAN,,ORTEC ENVIRONNEMENT SERVICES INC.,L000167957,ON,"C.P. 7487, STATION A",,03/24/2022 13:19:04,12/31/2154 23:59:59,M5W 3C1,154
MDF INDUSTRIES INC.,Business;Remit to,VCA010642,"127 SHELDON DRIVE UNIT 1
CAMBRIDGE, ON  N1R 6T7
CAN",CAMBRIDGE,CAN,,MDF INDUSTRIES INC.,L000168265,ON,127 SHELDON DRIVE UNIT 1,,03/24/2022 17:06:43,12/31/2154 23:59:59,N1R 6T7,154
ELASTEC INC,Business;Remit to,VCA010643,"1309 W MAIN STREET
CARMI, IL  62821",CARMI,USA,,ELASTEC INC,L000168579,IL,1309 W MAIN STREET,,03/28/2022 15:59:51,12/31/2154 23:59:59,62821,154
JFR HYDRAULIQUE INC.,Business;Remit to,VCA010644,"611, RUE LAVOISIER
REPENTIGNY, QC  J6A 7N2
CAN",REPENTIGNY,CAN,,JFR HYDRAULIQUE INC.,L000168663,QC,"611, RUE LAVOISIER",,03/29/2022 13:44:38,12/31/2154 23:59:59,J6A 7N2,154
"BETHLEHEM APPARATUS CO., INC.",Business;Remit to,VCA010646,"890 FRONT STREET
P.O. BOX Y
HELLERTOWN, PA  18055",HELLERTOWN,USA,,"BETHLEHEM APPARATUS CO., INC.",L000169057,PA,"890 FRONT STREET
P.O. BOX Y",,03/30/2022 15:03:38,12/31/2154 23:59:59,18055,154
PROACTIVE ENVIRONMENTAL RENTALS INC.,Business;Remit to,VCA010647,"5535-56 AVENUE SE
CALGARY, AB  T2C 3X6
CAN",CALGARY,CAN,,PROACTIVE ENVIRONMENTAL RENTALS INC.,L000117924,AB,5535-56 AVENUE SE,,04/21/2021 00:00:00,12/31/2154 23:59:59,T2C 3X6,154
DETROIT WINDSOR TRUCK FERRY,Business;Remit to,VCA010648,"P.O. Box 09033
DETROIT, MI  48209",DETROIT,USA,,DETROIT WINDSOR TRUCK FERRY,L000169004,MI,P.O. Box 09033,,04/25/2022 20:43:31,12/31/2154 23:59:59,48209,154
BIG BEAR EXCAVATING,Business;Remit to,VCA010649,"733 MERSEA ROAD 8
LEAMINGTON , ON  N8H 3V8
CAN",LEAMINGTON,CAN,,BIG BEAR EXCAVATING,L000169007,ON,733 MERSEA ROAD 8,,04-01-2022 18:25,12/31/2154 23:59:59,N8H 3V8,154
GILLIER DRAINAGE CONTRACTORS,Business;Remit to,VCA010650,"12647 LONGSWOODS RD
THAMESVILLE, ON  N0P 2K0
CAN",THAMESVILLE,CAN,,GILLIER DRAINAGE CONTRACTORS,L000169474,ON,12647 LONGSWOODS RD,,04-01-2022 20:53,12/31/2154 23:59:59,N0P 2K0,154
RFA TRANSPORT,Business;Remit to,VCA010651,"11500 57E AVENUE
MONTREAL, QC  H1E 4B6
CAN",MONTREAL,CAN,,RFA TRANSPORT,L000169955,QC,11500 57E AVENUE,,04-06-2022 17:17,12/31/2154 23:59:59,H1E 4B6,154
MAERIX INC,Business;Remit to,VCA010652,"2402, BOULEVARD CUR�-LABELLE
ST-JEROME, QC  J7Y 5E9
CAN",ST-JEROME,CAN,,MAERIX INC,L000170257,QC,"2402, BOULEVARD CUR�-LABELLE",,04-07-2022 17:32,12/31/2154 23:59:59,J7Y 5E9,154
TOUKAN INC,Remit to,VCA010653,"11 RUE PIERRE OUEST
ST-SAUVEUR, QC  JOR 1R4
CAN",ST-SAUVEUR,CAN,,TOUKAN INC,L000170261,QC,11 RUE PIERRE OUEST,,04-07-2022 17:52,12/31/2154 23:59:59,JOR 1R4,154
VACUUM PRODUCTS CANADA INC.,Business;Remit to,VCA010654,"5659 MCADAM ROAD, UNIT C7
MISSISSAUGA, ON  L4Z 1N9
CAN",MISSISSAUGA,CAN,,VACUUM PRODUCTS CANADA INC.,L000170458,ON,"5659 MCADAM ROAD, UNIT C7",,04-11-2022 14:59,12/31/2154 23:59:59,L4Z 1N9,154
VICTAULIC COMPANY OF CANADA ULC,Business;Remit to,VCA010655,"500 DEERHURST DRIVE
BRAMPTON, ON  L6T 5H9
CAN",BRAMPTON,CAN,,VICTAULIC COMPANY OF CANADA ULC,L000170855,ON,500 DEERHURST DRIVE,,04-12-2022 15:01,12/31/2154 23:59:59,L6T 5H9,154
LAMBTON METAL SERVICE,Business;Remit to,VCA010656,"295 MCGREGOR ROAD SOUTH
SARNIA, ON  N7T 7H5
CAN",SARNIA,CAN,,LAMBTON METAL SERVICE,L000170463,ON,295 MCGREGOR ROAD SOUTH,,04/13/2022 18:40:18,12/31/2154 23:59:59,N7T 7H5,154
EVERGUARD INCENDIE S�CURIT�,Remit to,VCA010657,"60, RUE GASTON-DUMOULIN
BLAINVILLE, QC  J7C 0A3
CAN",BLAINVILLE,CAN,,EVERGUARD INCENDIE S�CURIT�,L000170680,QC,"60, RUE GASTON-DUMOULIN",,04/14/2022 18:52:13,12/31/2154 23:59:59,J7C 0A3,154
WD SAFETY RESOURCE INC.,Business;Remit to,VCA010658,"#6-333 GREEN ROAD
STONEY CREEK, ON  L8E 2B1
CAN",STONEY CREEK,CAN,,WD SAFETY RESOURCE INC.,L000171663,ON,#6-333 GREEN ROAD,,04/20/2022 18:27:51,12/31/2154 23:59:59,L8E 2B1,154
ATS TRAFFIC LTD,Business;Remit to,VCA010659,"9015 17 St NW
EDMONTON, AB  T6P 0C9
CAN",EDMONTON,CAN,,ATS TRAFFIC LTD,L000172874,AB,9015 17 St NW,,04/27/2022 14:19:09,12/31/2154 23:59:59,T6P 0C9,154
NEDERMAN CANADA LIMITED,Business;Remit to,VCA010660,"5865 McLaughlin Rd
MISSISSAUGA, ON  L5R 1B8
CAN",MISSISSAUGA,CAN,,NEDERMAN CANADA LIMITED,L000173954,ON,5865 McLaughlin Rd,,04/29/2022 21:02:25,12/31/2154 23:59:59,L5R 1B8,154
SERVICES SAUVETAGE TECHNIQUE INC.,Business;Remit to,VCA010661,"1040, BOUL. INDUSTRIEL
GRANBY, QC  J2J 1A4
CAN",GRANBY,CAN,,SERVICES SAUVETAGE TECHNIQUE INC.,L000174257,QC,"1040, BOUL. INDUSTRIEL",,05-02-2022 21:10,12/31/2154 23:59:59,J2J 1A4,154
INSTRUMENTS TECHNO TEST INC,Business;Remit to,VCA010662,"2345 MICHELIN 
BUR. 100
LAVAL, QC  H7L 5B9
CAN",LAVAL,CAN,,INSTRUMENTS TECHNO TEST INC.,L000176592,QC,"2345 MICHELIN 
BUR. 100",,05-10-2022 17:06,12/31/2154 23:59:59,H7L 5B9,154
FERTILEC LTEE,Business;Remit to,VCA010663,"1260, CHEMIN FILTEAU
LEVIS, QC  G7A 2M1
CAN",LEVIS,CAN,,FERTILEC LTEE,L000176809,QC,"1260, CHEMIN FILTEAU
",,05-12-2022 14:07,12/31/2154 23:59:59,G7A 2M1,154
BAR CARGOLIFT CANADA INC.,Business;Remit to,VCA010665,"4072, RUE ALFRED LALIBERT�
BOISBRIAND, QC  J7H 1P8
CAN",BOISBRIAND,CAN,,BAR CARGOLIFT CANADA INC.,L000175592,QC,"4072, RUE ALFRED LALIBERT�",,05-12-2022 18:41,12/31/2154 23:59:59,J7H 1P8,154
GROENEVELD-BEKA CANADA INC.,Remit to,VCA010666,"PO BOX 8916, STN A
TORONTO, ON  M5W 2C5
CAN",TORONTO,CAN,,GROENEVELD-BEKA CANADA INC.,L000340375,ON,"PO BOX 8916, STN A",,06-06-2024 15:49,12/31/2154 23:59:59,M5W 2C5,154
GROENEVELD-BEKA CANADA INC.,Remit to,VCA010666,"C/O T10292C 
PO BOX 4918 STN A
TORONTO, ON  M5W 0C9
CAN",TORONTO,CAN,,GROENEVELD-BEKA CANADA INC.,L000225914,ON,"C/O T10292C 
PO BOX 4918 STN A",,02-08-2023 15:45,12/31/2154 23:59:59,M5W 0C9,154
MIDWEST INDUSTRIAL SUPPLY INC.,Business;Remit to,VCA010667,"1101 3RD. STREET SE
CANTON, OH  44707",CANTON,USA,,MIDWEST INDUSTRIAL SUPPLY INC.,L000177493,OH,1101 3RD. STREET SE,,05/17/2022 13:59:16,12/31/2154 23:59:59,44707,154
NATHALIE MASSICOTTE-ARBITRE ET M�DIATRICE,Business;Remit to,VCA010668,"598, AVE. VICTORIA, C.P. 36569
SAINT-LAMBERT, QC  J4P 3S8
CAN",SAINT-LAMBERT,CAN,,NATHALIE MASSICOTTE-ARBITRE ET M�DIATRICE,L000177693,QC,"598, AVE. VICTORIA, C.P. 36569",,05/17/2022 20:29:35,12/31/2154 23:59:59,J4P 3S8,154
TILBURY BIA,Business;Remit to,VCA010669,"17 SUPERIOR ST., PO BOX 1299
TILBURY, ON  N0P 2L0
CAN",TILBURY,CAN,,TILBURY BIA,L000177702,ON,"17 SUPERIOR ST., PO BOX 1299",,05/19/2022 20:48:39,12/31/2154 23:59:59,N0P 2L0,154
LES CONTENANTS DURABAC INC.,Business;Remit to,VCA010670,"22, CHEMIN MILTON
GRANBY, QC  J2J 0P2
CAN",GRANBY,CAN,,LES CONTENANTS DURABAC INC.,L000178894,QC,"22, CHEMIN MILTON",,05/20/2022 14:24:57,12/31/2154 23:59:59,J2J 0P2,154
SOLUTION G. PAQUETTE,Business;Remit to,VCA010671,"5974 HOCHELAGA
MONTR�AL, QC  H1N 1X4
CAN",MONTR�AL,CAN,,SOLUTION G. PAQUETTE,L000179303,QC,5974 HOCHELAGA,,05/25/2022 17:05:06,12/31/2154 23:59:59,H1N 1X4,154
LES SERVIETTES NERKA INC.,Business;Remit to,VCA010672,"256 RTE MORISSETTE
SAINT-ANSELME, QC  G0R 2N0
CAN",SAINT-ANSELME,CAN,,LES SERVIETTES NERKA INC.,L000179123,QC,256 RTE MORISSETTE,,06-01-2022 19:33,12/31/2154 23:59:59,G0R 2N0,154
NORTHERN APPLIED SCIENCES INC.,Business;Remit to,VCA010673,"YONGE MULOCK PO, PO BOX 93307
NEWMARKET, ON  L3X 1A3
CAN",NEWMARKET,CAN,,NORTHERN APPLIED SCIENCES INC.,L000179933,ON,"YONGE MULOCK PO, PO BOX 93307",,06-02-2022 14:04,12/31/2154 23:59:59,L3X 1A3,154
CRANE SUPPLY A DIVISION OF 13859380 CANADA INC.,Remit to,VCA010674,"7800 ELMSLIE
LASALLE, QC  H8N 3E5
CAN",LASALLE,CAN,,CRANE SUPPLY A DIVISION OF 13859380 CANADA INC.,L000179352,QC,7800 ELMSLIE,,06-07-2022 18:46,12/31/2154 23:59:59,H8N 3E5,154
MNP LLP,Business;Remit to,VCA010675,"255 RUE RACINE EST, BUREAU 720
CHICOUTIMI, QC  G7H 7L2
CAN",CHICOUTIMI,CAN,,MNP LLP,L000179713,QC,"255 RUE RACINE EST, BUREAU 720",,06-08-2022 13:39,12/31/2154 23:59:59,G7H 7L2,154
BEAUX LIEUX M-S INC.,Business;Remit to,VCA010676,"5480 CH. DU CUR�-BARRETTE
TERREBONNE, QC  J7M 1N1
CAN",TERREBONNE,CAN,,BEAUX LIEUX M-S INC.,L000181199,QC,5480 CH. DU CUR�-BARRETTE,,06-10-2022 17:25,12/31/2154 23:59:59,J7M 1N1,154
�COLE PROFESSIONNELLE DE MACHINERIE LOURDE,Business;Remit to,VCA010677,"4173 ROUTE 346
ST-JULIENNE, QC  J0K 2T0
CAN",ST-JULIENNE,CAN,,9170 6606 QUEBEC INC.,L000181609,QC,4173 ROUTE 346,,03/22/2024 20:12:37,12/31/2154 23:59:59,J0K 2T0,154
SHELLEX GROUPE CONSEIL INC.,Business;Remit to,VCA010678,"29 EAST PARK
SALABERRY-DE-VALLEYFIELD, QC  J6S 1P8
CAN",SALABERRY-DE-VALLEYFIELD,CAN,,SHELLEX GROUPE CONSEIL INC.,L000182400,QC,29 EAST PARK,,06/16/2022 18:03:42,12/31/2154 23:59:59,J6S 1P8,154
SPS,Remit to,VCA010679,"8855 BOUL. LEDUC, SUITE 3304
BROSSARD, QC  J4Y 0G3
CAN",BROSSARD,CAN,,9149-3320 QU�BEC INC,L000182996,QC,"8855 BOUL. LEDUC, SUITE 3304",,12/20/2024 16:44:09,12/31/2154 23:59:59,J4Y 0G3,154
MYERS TOWING,Business;Remit to,VCA010680,"3300 MARENTETTE AVE
WINDSOR, ON  N8X 4G4
CAN",WINDSOR,CAN,,MYERS TOWING (469311 ONTARIO LTD),L000183098,ON,3300 MARENTETTE AVE,,06/21/2022 13:28:27,12/31/2154 23:59:59,N8X 4G4,154
GFL ENVIRONMENTAL SERVICES INC.,Remit to,VCA010681,"3385 HAWTHRONE ROAD
OTTAWA, ON  K1G 4G2
CAN",OTTAWA,CAN,,GFL ENVIRONMENTAL SERVICES INC.,L000228577,ON,3385 HAWTHRONE ROAD,,03-10-2023 16:11,12/31/2154 23:59:59,K1G 4G2,154
GFL ENVIRONMENTAL SERVICES INC.,Remit to,VCA010681,"P.O. BOX 37 STN MAIN
CONCORD, ON  L4K 1B2
CAN",CONCORD,CAN,,GFL ENVIRONMENTAL SERVICES INC.,L000183494,ON,P.O. BOX 37 STN MAIN,,06/25/2025 15:29:22,12/31/2154 23:59:59,L4K 1B2,154
PHOTECH ENVIRONMENTAL SOLUTIONS INC.,Business;Remit to,VCA010682,"940 CHIPPAWA CREEK ROAD
NIAGARA FALLS, ON  L2E 6S5
CAN",NIAGARA FALLS,CAN,,PHOTECH ENVIRONMENTAL SOLUTIONS INC.,L000183539,ON,940 CHIPPAWA CREEK ROAD,,06/22/2022 17:23:25,12/31/2154 23:59:59,L2E 6S5,154
COMPAGNIE JESS LIMIT�E,Business;Remit to,VCA010683,"400 BOUL. LEBEAU
MONTR�AL, QC  H4N 1R6
CAN",MONTR�AL,CAN,,COMPAGNIE JESS LT�E,L000183158,QC,400 BOUL. LEBEAU,,06/23/2022 18:02:23,12/31/2154 23:59:59,H4N 1R6,154
NAPA SARNIA (0797),Business;Remit to,VCA010684,"1355 CONFEDERATION ST., 
UNIT #4
SARNIA, ON  N7S 4T2
CAN",SARNIA,CAN,,NAPA SARNIA (0797),L000184014,ON,"1355 CONFEDERATION ST., 
UNIT #4",,06/28/2022 20:17:34,12/31/2154 23:59:59,N7S 4T2,154
